,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
52321,Long Sukang Airport,MY,1200.0,MY-13,Long Sukang,LSU,"115.49400329589844, 4.552219867706299"
52322,Lawas Airport,MY,5.0,MY-13,Lawas,LWY,"115.407997, 4.84917"
52323,Simanggang Airport,MY,47.0,MY-13,Sri Aman,SGG,"111.4636, 1.2219"
52324,Bario Airport,MY,3350.0,MY-13,Bario,BBN,"115.47899627685547, 3.7338900566101074"
52325,Semporna Airport,MY,60.0,MY-12,Semporna,SMM,"118.58300018310547, 4.449999809265137"
52327,Lahad Datu Airport,MY,45.0,MY-12,Lahad Datu,LDU,"118.3239974975586, 5.032249927520752"
52328,Telupid Airport,MY,343.0,MY-12,Telupid,TEL,"117.1259994506836, 5.628610134124756"
52329,Keningau Airport,MY,1036.0,MY-12,Keningau,KGU,"116.16200256347656, 5.357490062713623"
52330,Sahabat [Sahabat 16] Airport,MY,40.0,MY-12,Sahabat,SXS,"119.09400177001953, 5.087779998779297"
52331,Kota Kinabalu International Airport,MY,10.0,MY-12,Kota Kinabalu,BKI,"116.0510025024414, 5.9372100830078125"
52332,Labuan Airport,MY,101.0,MY-15,Labuan,LBU,"115.25, 5.300680160522461"
52333,Tomanggong Airport,MY,26.0,MY-12,Tomanggong,TMG,"118.65763, 5.40257"
52334,Long Pasia Airport,MY,3175.0,MY-12,Long Miau,GSA,"115.71700286865234, 4.400000095367432"
52335,Sepulot Airport,MY,800.0,MY-12,Sepulot,SPE,"116.46700286865234, 4.732999801635742"
52336,Pamol Airport,MY,36.0,MY-12,Pamol,PAY,"117.39991760253906, 5.999300003051758"
52337,Ranau Airport,MY,1800.0,MY-12,Ranau,RNU,"116.66699981689453, 5.949999809265137"
52338,Sandakan Airport,MY,46.0,MY-12,Sandakan,SDK,"118.05899810791016, 5.900899887084961"
52339,Kudat Airport,MY,10.0,MY-12,Kudat,KUD,"116.83599853515625, 6.922500133514404"
52341,Tawau Airport,MY,57.0,MY-12,Tawau,TWU,"118.12799835205078, 4.320159912109375"
52342,Mulu Airport,MY,80.0,MY-13,Mulu,MZV,"114.80500030517578, 4.048329830169678"
52343,Brunei International Airport,BN,73.0,BN-BM,Bandar Seri Begawan,BWN,"114.9280014038086, 4.944200038909912"
52344,Parker County Airport,US,990.0,US-TX,Weatherford,WEA,"-97.6824035645, 32.7462997437"
52345,Wedau Airport,PG,90.0,PG-MBA,Wedau,WED,"150.0826, -10.0954"
52347,Wagau Airport,PG,3853.0,PG-MPL,Wagau,WGU,"146.8022, -6.8519"
52348,Wagny Airport,GA,1025.0,GA-7,Wagny,WGY,"12.2608, -0.6035"
52349,Welshpool Airport,AU,35.0,AU-VIC,Welshpool,WHL,"146.445331, -38.682382"
52369,Nusawiru Airport,ID,16.0,ID-JB,Cijulang,CJN,"108.488995, -7.719895"
52458,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID,102.0,ID-RI,Pekanbaru-Sumatra Island,PKU,"101.44499969482422, 0.46078601479530334"
52459,Pinang Kampai Airport,ID,55.0,ID-RI,Dumai-Sumatra Island,DUM,"101.433998, 1.60919"
52460,Rokot Airport,ID,1.0,ID-SB,Sipora Island,RKO,"99.70069885253906, -2.0991199016571045"
52461,Sungai Pakning Bengkalis Airport,ID,3.0,ID-RI,Bengkalis-Sumatra Island,SEQ,"102.13999938964844, 1.3700000047683716"
52462,Sei Bati Airport,ID,33.0,ID-RI,Tanjung Balai-Karinmunbesar Island,TJB,"103.3931, 1.0527"
52464,Husein Sastranegara International Airport,ID,2436.0,ID-JB,Bandung-Java Island,BDO,"107.57599639892578, -6.900629997253418"
52465,Penggung Airport,ID,89.0,ID-JB,Cirebon-Java Island,CBN,"108.540000916, -6.756140232090001"
52466,Cibeureum Airport,ID,1148.0,ID-JB,Tasikmalaya-Java Island,TSY,"108.246002197, -7.346600055690001"
52467,RAF Wildenrath,DE,285.0,DE-NW,British Armed Forces,WID,"6.2151, 51.1141"
52468,Hang Nadim International Airport,ID,126.0,ID-RI,Batam Island,BTH,"104.119003296, 1.12102997303"
52469,Pasir Pangaraan Airport,ID,151.0,ID-RI,Pasir Pengarayan-Sumatra Island,PPR,"100.37000274658203, 0.8454310297966003"
52470,Raja Haji Fisabilillah International Airport,ID,52.0,ID-RI,Tanjung Pinang-Bintan Island,TNJ,"104.531997681, 0.922683000565"
52471,Dabo Airport,ID,95.0,ID-RI,Pasirkuning-Singkep Island,SIQ,"104.5790023803711, -0.47918900847435"
52472,Halim Perdanakusuma International Airport,ID,84.0,ID-JK,Jakarta,HLP,"106.89099884033203, -6.266610145568848"
52473,Tunggul Wulung Airport,ID,69.0,ID-JT,Cilacap-Java Island,CXP,"109.033996582, -7.645060062410001"
52474,Pondok Cabe Air Base,ID,200.0,ID-JK,Jakarta,PCB,"106.76499938964844, -6.3369598388671875"
52475,Soekarno-Hatta International Airport,ID,34.0,ID-BT,Jakarta,CGK,"106.65599823, -6.1255698204"
52479,Radin Inten II (Branti) Airport,ID,282.0,ID-LA,Bandar Lampung-Sumatra Island,TKG,"105.175556, -5.240556"
52481,Binaka Airport,ID,20.0,ID-SU,Gunung Sitoli-Nias Island,GNS,"97.704697, 1.16638"
52482,Aek Godang Airport,ID,922.0,ID-SU,Padang Sidempuan-Sumatra Island,AEG,"99.430496, 1.4001"
